2026-02-14T16:15:08Z,unknown,0,618,200
2026-02-14T17:25:43Z,up,100,18237,200
2026-02-14T17:43:47Z,up,100,719,200
2026-02-14T18:09:08Z,up,100,789,200
2026-02-14T18:21:22Z,up,100,669,200
2026-02-14T18:44:11Z,up,100,552,200
2026-02-14T18:57:05Z,up,100,1070,200
2026-02-14T19:17:10Z,up,100,590,200
2026-02-14T19:35:04Z,up,100,603,200
2026-02-14T19:55:58Z,up,100,518,200
2026-02-14T20:07:12Z,up,100,653,200
2026-02-15T04:24:42Z,up,100,1117,200
2026-02-15T04:37:27Z,up,100,748,200
2026-02-15T05:24:04Z,up,100,518,200
2026-02-15T05:35:51Z,up,100,607,200
2026-02-15T06:24:41Z,up,100,838,200
2026-02-15T06:57:12Z,up,100,634,200
2026-02-15T15:16:00Z,up,100,847,200
2026-02-15T15:41:24Z,up,100,370,200
2026-02-15T15:58:11Z,up,100,492,200
2026-02-15T16:34:36Z,up,100,487,200
2026-02-15T17:00:06Z,up,100,659,200
2026-02-15T17:20:25Z,up,100,319,200
2026-02-15T17:33:30Z,up,100,835,200
2026-02-15T17:55:12Z,up,100,497,200
2026-02-15T18:26:40Z,up,100,326,200
2026-02-15T19:02:04Z,up,100,328,200
2026-02-15T19:35:38Z,up,100,1246,200
2026-02-15T19:52:10Z,up,100,538,200
2026-02-15T20:36:54Z,up,100,588,200
2026-02-15T20:57:51Z,up,100,360,200
2026-02-15T21:25:42Z,up,100,932,200
2026-02-15T21:46:43Z,up,100,961,200
2026-02-15T21:59:46Z,up,100,722,200
2026-02-15T22:31:30Z,up,100,693,200
2026-02-15T22:55:36Z,up,100,503,200
2026-02-15T23:21:00Z,up,100,391,200
2026-02-15T23:47:02Z,up,100,586,200
2026-02-16T00:01:40Z,up,100,793,200
2026-02-16T02:56:16Z,up,100,846,200
2026-02-16T04:56:49Z,up,100,370,200
2026-02-16T06:05:57Z,up,100,351,200
2026-02-16T07:19:50Z,up,100,699,200
2026-02-16T08:04:01Z,up,100,365,200
2026-02-16T09:03:13Z,up,100,350,200
2026-02-16T10:05:54Z,up,100,479,200
2026-02-16T11:03:40Z,up,100,659,200
2026-02-16T11:50:27Z,up,100,658,200
2026-02-16T12:30:24Z,up,100,581,200
2026-02-16T13:48:43Z,up,100,394,200
2026-02-16T14:34:12Z,up,100,1067,200
2026-02-16T15:24:04Z,up,100,515,200
2026-02-16T16:02:22Z,up,100,752,200
2026-02-16T16:58:18Z,up,100,385,200
2026-02-16T17:39:35Z,up,100,459,200
2026-02-16T18:07:06Z,up,100,366,200
2026-02-16T19:01:41Z,up,100,395,200
2026-02-16T19:38:54Z,up,100,496,200
2026-02-16T19:58:17Z,up,100,1838,200
