2026-02-14T16:15:08Z,down,90,731,200
2026-02-14T17:25:43Z,down,90,12388,200
2026-02-14T17:43:47Z,down,90,14523,200
2026-02-14T18:09:08Z,down,90,664,200
2026-02-14T18:44:11Z,down,90,187,200
2026-02-14T19:17:10Z,down,90,731,200
2026-02-14T19:35:04Z,down,90,692,200
2026-02-14T19:55:58Z,down,90,704,200
2026-02-14T20:11:41Z,down,90,593,200
2026-02-14T20:47:06Z,down,90,645,200
2026-02-14T21:34:25Z,down,90,571,200
2026-02-14T21:52:43Z,down,90,824,200
2026-02-14T22:11:41Z,down,90,581,200
2026-02-14T22:43:35Z,down,90,9453,200
