2026-02-14T16:15:08Z,unknown,0,872,200
2026-02-14T17:25:43Z,up,100,14259,200
2026-02-14T17:43:47Z,up,100,674,200
2026-02-14T18:09:08Z,up,100,730,200
2026-02-14T18:21:22Z,up,100,679,200
2026-02-14T18:44:11Z,up,100,405,200
2026-02-14T18:57:05Z,up,100,892,200
2026-02-14T19:17:10Z,up,100,469,200
2026-02-14T19:35:04Z,up,100,531,200
2026-02-14T19:55:58Z,up,100,534,200
2026-02-14T20:07:12Z,up,100,674,200
2026-02-15T04:24:42Z,up,100,841,200
2026-02-15T04:37:27Z,up,100,763,200
2026-02-15T05:24:04Z,up,100,491,200
2026-02-15T05:35:51Z,up,100,628,200
2026-02-15T06:24:41Z,up,100,757,200
2026-02-15T06:57:12Z,up,100,623,200
2026-02-15T15:16:00Z,up,100,668,200
2026-02-15T15:41:24Z,up,100,413,200
2026-02-15T15:58:11Z,up,100,600,200
2026-02-15T16:34:36Z,up,100,405,200
2026-02-15T17:00:06Z,up,100,497,200
2026-02-15T17:20:25Z,up,100,373,200
2026-02-15T17:33:30Z,up,100,682,200
2026-02-15T17:55:12Z,up,100,446,200
2026-02-15T18:26:40Z,up,100,406,200
2026-02-15T19:02:04Z,up,100,415,200
2026-02-15T19:35:38Z,up,100,740,200
2026-02-15T19:52:10Z,up,100,360,200
2026-02-15T20:36:54Z,up,100,382,200
2026-02-15T20:57:51Z,up,100,557,200
2026-02-15T21:25:42Z,up,100,598,200
2026-02-15T21:46:43Z,up,100,506,200
2026-02-15T21:59:46Z,up,100,448,200
2026-02-15T22:31:30Z,up,100,571,200
2026-02-15T22:55:36Z,up,100,368,200
2026-02-15T23:21:00Z,up,100,634,200
2026-02-15T23:47:02Z,up,100,328,200
2026-02-16T00:01:40Z,up,100,792,200
2026-02-16T02:56:16Z,up,100,642,200
2026-02-16T04:56:49Z,up,100,499,200
2026-02-16T06:05:57Z,up,100,352,200
2026-02-16T07:19:50Z,up,100,499,200
2026-02-16T08:04:01Z,up,100,316,200
2026-02-16T09:03:13Z,up,100,391,200
2026-02-16T10:05:54Z,up,100,306,200
2026-02-16T11:03:40Z,up,100,453,200
2026-02-16T11:50:27Z,up,100,636,200
2026-02-16T12:30:24Z,up,100,517,200
2026-02-16T13:48:43Z,up,100,478,200
2026-02-16T14:34:12Z,up,100,476,200
2026-02-16T15:24:04Z,up,100,422,200
2026-02-16T16:02:22Z,up,100,509,200
2026-02-16T16:58:18Z,up,100,418,200
2026-02-16T17:39:35Z,up,100,4446,200
2026-02-16T18:07:06Z,up,100,333,200
2026-02-16T19:01:41Z,up,100,361,200
2026-02-16T19:38:54Z,up,100,530,200
2026-02-16T19:58:17Z,up,100,1891,200
2026-02-16T20:33:53Z,up,100,600,200
2026-02-16T21:00:15Z,up,100,304,200
2026-02-16T21:37:00Z,up,100,496,200
2026-02-16T21:57:52Z,up,100,547,200
2026-02-16T22:29:30Z,up,100,432,200
2026-02-16T22:59:20Z,up,100,655,200
2026-02-16T23:34:55Z,up,100,619,200
2026-02-16T23:57:21Z,up,100,368,200
2026-02-17T02:01:05Z,up,100,551,200
2026-02-17T04:26:18Z,up,100,474,200
2026-02-17T05:42:11Z,up,100,614,200
2026-02-17T06:39:11Z,up,100,665,200
2026-02-17T07:37:49Z,up,100,734,200
2026-02-17T08:26:00Z,up,100,693,200
2026-02-17T09:11:34Z,up,100,366,200
2026-02-17T10:07:20Z,up,100,661,200
2026-02-17T11:03:47Z,up,100,330,200
2026-02-17T11:49:45Z,up,100,337,200
2026-02-17T12:29:54Z,up,100,757,200
2026-02-17T13:47:32Z,up,100,412,200
2026-02-17T14:36:54Z,up,100,605,200
2026-02-17T15:32:49Z,up,100,483,200
2026-02-17T16:33:54Z,up,100,426,200
2026-02-17T17:37:11Z,up,100,505,200
2026-02-17T18:33:23Z,up,100,345,200
2026-02-17T19:31:46Z,up,100,549,200
2026-02-17T20:02:59Z,up,100,342,200
2026-02-17T20:51:49Z,up,100,430,200
2026-02-17T21:23:12Z,up,100,353,200
2026-02-17T21:52:44Z,up,100,338,200
2026-02-17T22:17:48Z,up,100,369,200
2026-02-17T22:54:08Z,up,100,481,200
2026-02-17T23:20:21Z,up,100,405,200
2026-02-17T23:49:38Z,up,100,810,200
2026-02-18T00:58:31Z,up,100,497,200
2026-02-18T03:39:12Z,up,100,678,200
2026-02-18T05:14:12Z,up,100,628,200
2026-02-18T06:16:16Z,up,100,629,200
2026-02-18T07:19:19Z,up,100,859,200
2026-02-18T08:02:12Z,up,100,607,200
2026-02-18T08:59:06Z,up,100,653,200
2026-02-18T09:54:25Z,up,100,517,200
2026-02-18T10:35:38Z,up,100,315,200
2026-02-18T11:25:30Z,up,100,438,200
2026-02-18T11:59:53Z,up,100,444,200
2026-02-18T13:18:49Z,up,100,681,200
2026-02-18T14:14:50Z,up,100,444,200
2026-02-18T15:07:37Z,up,100,581,200
2026-02-18T16:05:51Z,up,100,646,200
